Event Time,Symbol,Aggregate Trade ID,Price,Quantity,First Trade ID,Trade Time,Is Buyer Maker,USD Size
2025-08-25 14:06:58,ETHUSDT,2410986227,4562.44,147.502,6273239520,1756148818142,False,672969.02
2025-08-25 14:07:02,SOLUSDT,948304090,196.0000,2832.51,2601811391,1756148822452,False,555171.96
2025-08-25 14:07:28,ETHUSDT,2410987186,4566.00,532.812,6273242162,1756148848265,True,2432819.59
2025-08-25 14:07:36,BTCUSDT,2833693955,112254.80,8.605,6584336380,1756148856401,True,965952.55
2025-08-25 14:07:36,BTCUSDT,2833693961,112253.20,8.714,6584336444,1756148856401,True,978174.38
2025-08-25 14:07:42,ETHUSDT,2410987649,4567.00,390.747,6273243658,1756148862513,True,1784541.55
2025-08-25 14:07:46,BTCUSDT,2833694144,112213.50,11.817,6584336839,1756148866575,True,1326026.93
2025-08-25 14:08:04,ETHUSDT,2410988113,4568.00,381.661,6273244916,1756148884668,True,1743427.45
2025-08-25 14:08:20,ETHUSDT,2410988516,4569.11,218.585,6273246297,1756148900425,False,998738.91
2025-08-25 14:08:20,ETHUSDT,2410988563,4569.71,139.155,6273246436,1756148900499,False,635898.00
2025-08-25 14:08:36,ETHUSDT,2410988871,4568.93,136.809,6273247578,1756148916210,False,625070.74
2025-08-25 14:08:39,ETHUSDT,2410988927,4569.68,174.791,6273247735,1756148919772,True,798738.94
2025-08-25 14:08:39,ETHUSDT,2410989013,4568.61,129.401,6273248039,1756148919773,True,591182.70
2025-08-25 14:08:44,BTCUSDT,2833694804,112282.80,17.652,6584338340,1756148924331,True,1982015.99
2025-08-25 14:08:53,ETHUSDT,2410989336,4571.01,109.808,6273248920,1756148933051,False,501933.47
2025-08-25 14:09:01,ETHUSDT,2410989592,4568.20,197.463,6273249547,1756148941404,False,902050.48
2025-08-25 14:09:29,ETHUSDT,2410990195,4567.00,289.083,6273251108,1756148969766,True,1320242.06
2025-08-25 14:09:37,BTCUSDT,2833695349,112225.20,5.600,6584339692,1756148977968,True,628461.12
2025-08-25 14:09:40,ETHUSDT,2410990406,4565.01,145.750,6273251697,1756148980707,False,665350.21
2025-08-25 14:09:49,BTCUSDT,2833695667,112250.10,10.526,6584340363,1756148989333,False,1181544.55
2025-08-25 14:09:50,ETHUSDT,2410990678,4565.80,206.159,6273252401,1756148990371,True,941280.76
2025-08-25 14:10:00,ETHUSDT,2410990903,4565.00,134.137,6273253057,1756149000086,True,612335.41
2025-08-25 14:10:10,ETHUSDT,2410991221,4566.00,166.358,6273253878,1756149010138,False,759590.63
2025-08-25 14:10:15,BTCUSDT,2833695922,112275.20,4.657,6584341098,1756149015353,True,522865.61
2025-08-25 14:10:58,ETHUSDT,2410992411,4569.00,405.993,6273257148,1756149058179,True,1854982.02
2025-08-25 14:11:31,ETHUSDT,2410992989,4563.84,113.859,6273258719,1756149091361,False,519634.26
2025-08-25 14:11:50,BTCUSDT,2833696880,112234.90,6.405,6584343423,1756149110640,True,718864.53
2025-08-25 14:12:01,BTCUSDT,2833697172,112249.90,6.347,6584344040,1756149121492,True,712450.12
2025-08-25 14:12:01,BTCUSDT,2833697280,112229.50,5.631,6584344279,1756149121530,False,631964.31
2025-08-25 14:12:08,BTCUSDT,2833697330,112223.20,6.876,6584344452,1756149128489,False,771646.72
2025-08-25 14:12:08,ETHUSDT,2410993559,4562.00,215.188,6273260370,1756149128607,False,981687.66
2025-08-25 14:12:48,ETHUSDT,2410994268,4561.00,109.903,6273262416,1756149168264,True,501267.58
2025-08-25 14:12:50,ETHUSDT,2410994334,4560.01,142.771,6273262603,1756149170720,False,651037.19
2025-08-25 14:13:04,BTCUSDT,2833697809,112222.90,6.025,6584345471,1756149184410,True,676142.97
2025-08-25 14:13:35,SOLUSDT,948306798,195.5000,2872.17,2601827934,1756149215168,False,561509.23
2025-08-25 14:13:37,BTCUSDT,2833698346,112180.10,9.152,6584346817,1756149217940,True,1026672.28
2025-08-25 14:13:24,ETHUSDT,2410994951,4557.49,182.451,6273264333,1756149204567,False,831518.61
2025-08-25 14:14:07,ETHUSDT,2410995814,4559.00,137.971,6273266851,1756149247449,False,629009.79
2025-08-25 14:14:11,ETHUSDT,2410995924,4560.50,218.548,6273267213,1756149251719,True,996688.15
2025-08-25 14:14:15,SOLUSDT,948307046,195.5000,3850.25,2601829227,1756149255499,True,752723.88
2025-08-25 14:14:15,BTCUSDT,2833698476,112180.00,29.876,6584347093,1756149255512,True,3351489.68
2025-08-25 14:14:27,ETHUSDT,2410996274,4558.29,237.049,6273268201,1756149267474,False,1080538.09
2025-08-25 14:15:08,BTCUSDT,2833699463,112130.30,24.203,6584349717,1756149308627,True,2713889.65
2025-08-25 14:15:16,BTCUSDT,2833699553,112138.30,6.585,6584349977,1756149316975,True,738430.71
2025-08-25 14:15:17,ETHUSDT,2410997635,4555.44,119.904,6273271967,1756149317047,False,546215.48
2025-08-25 14:15:20,ETHUSDT,2410997752,4554.26,181.466,6273272328,1756149320088,False,826443.35
2025-08-25 14:15:22,ETHUSDT,2410997855,4554.19,124.500,6273272658,1756149322723,False,566996.65
2025-08-25 14:15:30,BTCUSDT,2833699891,112077.40,6.580,6584350632,1756149330150,False,737469.29
2025-08-25 14:15:30,BTCUSDT,2833699894,112077.40,25.000,6584350676,1756149330707,True,2801935.00
2025-08-25 14:15:32,ETHUSDT,2410998169,4553.16,164.206,6273273632,1756149332951,True,747656.19
2025-08-25 14:15:33,BTCUSDT,2833699914,112077.30,6.442,6584350783,1756149333544,True,722001.97
2025-08-25 14:15:40,BTCUSDT,2833700057,112069.80,10.365,6584351162,1756149340944,True,1161603.48
2025-08-25 14:15:40,BTCUSDT,2833700161,112054.30,4.721,6584351421,1756149340955,False,529008.35
2025-08-25 14:15:43,BTCUSDT,2833700262,112057.80,15.277,6584351645,1756149343470,True,1711907.01
2025-08-25 14:15:43,BTCUSDT,2833700297,112050.00,11.711,6584351759,1756149343851,True,1312217.55
2025-08-25 14:15:44,ETHUSDT,2410998849,4551.25,235.587,6273275701,1756149344688,False,1072215.33
2025-08-25 14:15:46,ETHUSDT,2410999002,4550.00,1084.605,6273276591,1756149346290,True,4934952.75
2025-08-25 14:15:49,ETHUSDT,2411000123,4545.37,235.238,6273281311,1756149349046,True,1069243.75
2025-08-25 14:15:49,ETHUSDT,2411000272,4544.91,135.767,6273281937,1756149349054,True,617048.80
2025-08-25 14:15:50,ETHUSDT,2411000588,4545.00,255.581,6273282774,1756149350062,False,1161615.65
2025-08-25 14:15:51,ETHUSDT,2411001208,4544.44,110.582,6273284669,1756149351202,True,502533.26
2025-08-25 14:15:51,ETHUSDT,2411001209,4544.43,123.671,6273284691,1756149351202,True,562014.20
2025-08-25 14:15:51,ETHUSDT,2411001360,4544.35,118.970,6273285061,1756149351466,True,540641.32
2025-08-25 14:15:51,BTCUSDT,2833700615,112006.00,20.872,6584352644,1756149351675,False,2337789.23
2025-08-25 14:15:52,BTCUSDT,2833700640,112009.30,22.789,6584352783,1756149352521,True,2552579.94
2025-08-25 14:15:53,ETHUSDT,2411001531,4545.00,160.020,6273285663,1756149353021,False,727290.90
2025-08-25 14:15:54,ETHUSDT,2411001809,4546.97,154.437,6273286325,1756149354080,True,702220.41
2025-08-25 14:15:54,ETHUSDT,2411001970,4544.65,112.578,6273286640,1756149354212,True,511627.61
2025-08-25 14:15:54,ETHUSDT,2411001975,4544.59,130.528,6273286654,1756149354212,True,593196.24
2025-08-25 14:15:55,ETHUSDT,2411002296,4542.00,119.358,6273287404,1756149355663,True,542124.04
2025-08-25 14:15:58,BTCUSDT,2833700811,112007.50,5.011,6584353231,1756149358102,True,561269.58
2025-08-25 14:15:58,ETHUSDT,2411003107,4540.00,609.972,6273289628,1756149358211,True,2769272.88
2025-08-25 14:15:58,BTCUSDT,2833700847,112000.00,15.968,6584353362,1756149358221,True,1788416.00
2025-08-25 14:15:58,BTCUSDT,2833700849,112000.00,4.668,6584353764,1756149358256,True,522816.00
2025-08-25 14:15:59,BTCUSDT,2833701202,111963.20,5.121,6584354804,1756149359050,True,573363.55
2025-08-25 14:15:59,ETHUSDT,2411003540,4538.00,119.744,6273291349,1756149359053,True,543398.27
2025-08-25 14:15:59,BTCUSDT,2833701289,111959.00,18.787,6584355228,1756149359595,True,2103373.73
2025-08-25 14:15:59,SOLUSDT,948308017,195.0000,7312.77,2601835729,1756149359870,True,1425990.15
2025-08-25 14:15:59,BTCUSDT,2833701331,111951.30,11.536,6584355373,1756149359933,False,1291470.20
2025-08-25 14:16:00,BTCUSDT,2833701334,111951.30,6.363,6584355425,1756149360075,True,712346.12
2025-08-25 14:16:00,ETHUSDT,2411003701,4537.00,130.519,6273291932,1756149360108,True,592164.70
